Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,Average(1960-1964),1965,1966,1967,1968,1969,Average(1965-1969),1970,1971,1972,1973,1974,AVERAGE(1970-1974),1975,1976,1977,1978,1979,Average(1975-1979),1980,1981,1982,1983,1984,average(1980-1984),1985,1986,1987,1988,1989,Average(1985-1989),1990,1991,1992,1993,1994,Avergae(1990-1994),1995,1996,1997,1998,1999,Average(1995-1999),2000,2001,2002,2003,2004,Average(2000-2004),2005,2006,2007,2008,2009,Average(2005-2009),2010,2011,2012,2013,2014,Average(2010-2014),2015,2016,2017,2018,2019,Average(2015-2019),2020,2021
Portugal,PRT,"Inflation, consumer prices (annual %)",3.05,1.55,2.66,2.02,3.44,2.54,3.42,5.04,5.53,6.08,8.78,6.27,6.38,11.95,10.66,12.97,25.08,13.41,15.27,21.14,31.02,21.04,21.9,22.07,15.87,19.04,21.68,24,28.38,21.79,19.46,12.33,9.63,10.1,12.69,12.84,13.63,11.85,9.56,6.78,5.42,9.45,4.22,3.07,2.34,2.57,2.34,2.91,2.85,4.37,3.6,3.22,2.37,3.28,2.28,3.11,2.45,2.59,-0.84,1.92,1.4,3.65,2.77,0.27,-0.28,1.57,0.49,0.61,1.37,0.99,0.34,0.76,-0.01,1.27
Paraguay,PRY,"Inflation, consumer prices (annual %)",8.18,18.49,1.42,2.1,1.37,6.31,3.86,2.87,1.37,0.71,2.25,2.22,-0.86,4.95,9.18,12.8,25.23,10.26,6.69,4.47,9.36,10.66,28.16,11.87,22.45,12.97,5.12,13.43,20.31,14.86,25.21,31.74,21.81,22.59,26.42,25.56,37.26,24.23,15.19,18.21,20.57,23.09,13.43,9.8,6.95,11.55,6.75,9.7,8.98,7.27,10.51,14.24,4.32,9.06,6.81,9.59,8.13,10.15,2.59,7.45,4.65,8.25,3.68,2.68,5.03,4.86,3.13,4.09,3.6,3.98,2.76,3.51,1.77,4.79
West Bank and Gaza,PSE,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09,5.58,5.54,3.64,2.8,1.22,5.71,4.4,3,3.43,4.11,3.84,1.86,9.89,2.75,4.49,3.75,2.88,2.78,1.72,1.73,2.57,1.43,-0.22,0.21,-0.2,1.58,0.56,-0.74,1.24
Pacific island small states,PSS,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,4.06,1.96,3.02,4.96,3.27,3.95,4.43,4.37,11.01,5.31,5.81,2.1,4.88,2.05,1.61,1.45,2.42,0.65,1.07,1.58,2.9,1.36,1.51,0.22,0
Post-demographic dividend,PST,"Inflation, consumer prices (annual %)",1.54,2.08,3.52,2.87,3.33,2.67,3.67,3.84,3.63,3.72,3.28,3.57,4.97,6.14,6.06,8.09,13.16,7.69,11.69,9.27,9.3,8.08,9.05,9.48,11.95,11.77,9.47,7.31,6.19,9.34,4.77,3.16,4.07,4.69,5.72,4.48,6.1,5.63,4.04,4.14,2.95,4.57,3.75,2.62,2.2,1.83,1.61,2.4,2.58,2.66,2,2.02,2.08,2.27,2.38,2.46,2.33,4.15,0.84,2.43,2,3.33,2.49,1.41,0.91,2.03,0.37,0.61,1.73,1.74,1.62,1.21,0.63,2.51
French Polynesia,PYF,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qatar,QAT,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,8.52,5.7,2.74,1.1,4.97,1.91,0.76,2.69,4.6,3.3,2.65,3,4.42,3.06,-0.87,1.32,2.19,2.96,4.9,4.83,2.95,2.18,3.57,1.65,1.47,0.24,2.26,6.8,2.49,8.81,11.84,13.76,15.05,-4.86,8.92,-2.43,1.14,2.32,3.22,3.35,1.52,1.81,2.68,0.39,0.26,-0.67,0.89,-2.54,2.3
Romania,ROU,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.62,211.21,255.17,136.76,166.75,32.24,38.83,154.76,59.1,45.8,66.15,45.67,34.48,22.54,15.27,11.87,25.97,9.01,6.56,4.84,7.85,5.59,6.77,6.09,5.79,3.33,3.98,1.07,4.05,-0.59,-1.54,1.34,4.63,3.83,1.53,2.63,5.05
Russian Federation,RUS,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874.25,307.72,236.39,197.41,47.75,14.76,27.69,85.75,74.67,20.8,21.48,15.79,13.66,10.89,16.52,12.69,9.67,9.01,14.11,11.65,11.42,6.85,8.44,5.07,6.75,7.82,6.99,15.53,7.04,3.68,2.88,4.47,6.72,3.38,6.69
Rwanda,RWA,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,1.45,3.16,0.48,0.93,0.51,0.49,3.09,9.37,31.09,8.91,30.23,7.17,13.66,13.27,15.67,16,7.25,6.45,12.57,6.59,5.37,7.65,1.76,-1.12,4.13,2.98,1.01,1.75,4.19,19.64,9.56,12.35,0,9.15,0,7.41,12.02,6.21,-2.41,4.65,3.9,3.34,1.99,7.45,12.25,5.79,9.01,8.88,9.08,15.44,12.94,11.07,-0.25,3.08,10.27,5.92,2.35,4.28,2.53,7.17,8.28,-0.31,3.35,4.2,9.85,-0.39
South Asia,SAS,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,7.02,9.01,4.5,2.21,3.62,5,5.61,2.87,6.4,14.19,23.23,10.46,7.11,-0.89,9.1,6.74,7.27,5.87,13.31,11.88,9.9,12.38,7.03,10.9,5.56,9.23,8.8,8.98,7.84,8.08,8.97,12.28,11.79,9.97,8.35,10.27,9.5,8.98,7.16,9.36,4.69,7.94,4.01,3.15,3.33,3.81,3.77,3.61,6.94,6.77,7.2,10.97,4.98,7.37,7.58,10.25,9.47,7.46,6.83,8.32,4.16,4.17,4.52,3.33,3.63,3.96,5.69,5.55
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",0,0,0,0,2.8,0.56,0.39,1.55,2.1,1.59,3.5,2.1,0.18,4.48,4.33,16.51,21.44,9.39,34.58,31.56,11.4,-1.58,1.08,15.41,4.17,2.8,1.02,0.19,-1.56,1.32,-3.06,-3.2,-1.55,0.91,1.03,-1.17,2.08,4.86,-0.08,1.06,0.56,1.7,4.87,1.22,0.06,-0.37,-1.33,0.89,-1.12,-1.12,0.25,0.61,0.52,-0.17,0.48,2.21,4.17,9.87,5.06,4.36,5.34,5.83,2.87,3.53,2.24,3.96,1.21,2.07,-0.84,2.46,-2.09,0.56,3.45,3.06
Sudan,SDN,"Inflation, consumer prices (annual %)",0.09,8.76,1.66,4.69,3.95,3.83,-2.45,1.71,11.01,-10.03,12.61,4.24,4.03,1.3,13.55,15.29,26.16,12.07,23.96,1.67,17.08,19.23,31.14,18.62,25.35,24.58,25.71,30.59,34.15,28.08,45.41,24.45,20.56,64.7,66.72,44.37,65.16,123.58,117.62,101.38,115.4,104.63,68.38,132.82,47.17,24.62,17.17,58.03,7.12,1.94,22.22,6.49,9.66,9.49,8.51,7.2,14.75,14.3,11.26,11.2,12.98,18.1,35.56,36.52,36.91,28.01,16.91,17.75,32.35,63.29,50.99,36.26,150.32,382.82
Senegal,SEN,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0.06,4.02,1.35,2.81,3.88,6.15,11.29,16.6,8.15,31.65,1.08,11.34,3.42,9.65,11.43,8.73,5.91,17.38,11.62,11.78,11.08,13,6.18,-4.14,-1.83,0.45,2.73,0.33,-1.75,-0.11,-0.59,32.29,6.03,7.86,2.75,1.75,1.16,0.83,2.87,0.73,2.97,2.34,-0.05,0.51,1.3,1.71,2.11,5.85,7.35,-2.25,2.96,1.23,3.4,1.42,0.71,-1.09,1.13,0.14,0.84,1.32,0.46,1.76,0.9,2.55,0
Singapore,SGP,"Inflation, consumer prices (annual %)",0,0.4,0.42,2.21,1.73,0.95,0.18,2.01,3.34,0.66,-0.27,0.94,0.46,1.76,2.08,19.64,22.37,9.26,2.54,-1.84,3.16,4.87,4.08,2.56,8.53,8.18,3.92,1.2,2.6,4.88,0.48,-1.39,0.52,1.52,2.35,0.7,3.46,3.43,2.26,2.29,3.1,2.91,1.72,1.38,2,-0.27,0.02,0.97,1.36,1,-0.39,0.51,1.66,0.83,0.43,0.96,2.1,6.63,0.6,2.14,2.82,5.25,4.58,2.36,1.03,3.21,-0.52,-0.53,0.58,0.44,0.57,0.11,-0.18,2.3
Solomon Islands,SLB,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88,3.23,18.85,5.79,10.07,4.26,8.62,6.26,8.06,7.45,13.09,16.4,12.98,6.23,11.05,11.95,9.57,13.57,10.99,16.74,14.93,13.16,8.74,15.05,10.75,9.17,13.26,11.39,9.63,11.77,8.08,12.4,8.02,9.98,7.89,6.93,10.93,8.27,6.99,8.2,7.33,11.22,7.67,17.32,7.09,10.13,1.05,7.34,5.91,5.39,5.17,4.97,-0.57,0.51,0.49,3.46,1.63,1.1,2.96,-0.12
Sierra Leone,SLE,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.65,8.2,7.47,5.46,7.19,6.79,6.59,5.52,4.65,6.15,6.69,10.88,18.22,16.03,14.8,13.33,13.45,11.87
El Salvador,SLV,"Inflation, consumer prices (annual %)",-0.04,-2.68,0.1,1.57,1.76,0.14,0.46,-1.19,1.47,2.54,-0.19,0.48,2.82,0.45,1.54,6.39,16.9,5.62,19.09,7.03,11.82,13.28,14.06,13.05,17.37,14.8,11.73,13.31,11.51,13.74,22.33,31.94,24.86,19.76,17.63,23.3,24,14.4,11.21,18.51,10.59,15.74,10.03,9.79,4.49,2.55,0.51,5.47,2.27,3.75,1.87,2.12,4.45,2.89,4.69,4.04,4.58,6.71,1.06,4.21,1.18,5.13,1.73,0.76,1.14,1.99,-0.73,0.6,1.01,1.09,0.08,0.41,-0.37,3.47
San Marino,SMR,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0.29,1.69,2.1,2.5,4.29,2.2,2.55,2.59,2.9,2.83,1.6,1.11,2.21,0.15,0.57,1.05,0,0,0.35,0,0
Somalia,SOM,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.66,95.6,23.31,30.16,42.45,54.84,71.12,95.01,19.49,9.88,11.03,41.3,16.12,11.72,6.39,12.41,8.12,10.95,6.14,11.14,7.33,7.69,2.08,6.88,1.39,1.12,3.13,1.96,1.85,1.89,1.58,4.09
Sub-Saharan Africa (excluding high income),SSA,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41,12.14,11.57,11.25,9.47,10.31,7.43,8.15,8.76,8.28,8.58,7.73,8.97,9.52,9.68,28.81,12.94,12.29,7.27,8.17,6.66,4.25,7.73,4.2,5.08,5.03,6.08,4.18,4.91,6.61,6.62,7.03,10.3,6.11,7.33,4.09,5.69,6.58,4.9,4.4,5.13,3.47,5.44,5.32,4.27,2.78,4.26,3.54,5.33
South Sudan,SSD,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01,1,1.17,46.85,45.53,-0.06,1.67,19.03,52.77,380,187.85,83.5,87.24,158.27,29.68,10.52
Sub-Saharan Africa,SSF,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.31,11.54,14.89,11.46,13.67,13.98,13.6,12.29,12.1,11.48,11.12,12.12,9.41,6.86,7.63,8.35,8.05,8.06,7.54,8.93,9.49,9.52,27.45,12.59,11.43,7.19,7.65,6.44,4.36,7.41,4.5,5.15,4.71,5.68,4.14,4.83,6.43,6.54,6.79,10.38,7.22,7.47,4.03,5.37,6.58,4.88,4.4,5.05,3.55,5.43,5.25,4.09,2.78,4.22,3.79,5.33
Small states,SST,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.19,8.86,0,4.01,14.49,12.57,7.54,5.82,5.52,9.19,4.61,5.43,4.57,6.46,6.19,5.45,7.73,6.47,5.47,4.57,3.61,5.57,5.49,3.05,3.63,3.27,3.09,3.71,3.05,3.38,2.48,2.26,3.09,2.85,3.59,4.25,5,8.91,2.87,4.93,3.28,4.8,3.66,2.06,1.77,3.11,0.97,1.28,1.88,2.29,1.47,1.58,0.62,2.41
Sao Tome and Principe,STP,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.82,50.49,12.73,19.81,12.21,9.22,10.13,9.79,13.29,10.93,17.15,23.08,18.55,31.99,16.96,21.55,13.34,14.33,10.64,8.11,7,10.68,5.25,5.43,5.7,7.86,0,4.85,0,0
Suriname,SUR,"Inflation, consumer prices (annual %)",2.86,1.71,2.1,2.06,4.23,2.59,1.93,4.74,10.69,0.16,11.27,6.68,2.59,0.22,3.23,12.94,16.88,7.17,8.45,10.07,9.73,8.82,14.84,10.38,14.11,8.79,7.28,4.41,3.69,7.66,10.87,18.69,53.39,7.31,0.77,18.21,21.74,25.97,43.67,143.51,368.48,120.67,235.56,-0.7,7.15,18.98,98.77,71.95,59.4,38.59,15.53,23,9.99,29.3,9.9,11.28,6.43,14.67,-0.13,8.43,6.94,17.71,5.01,1.92,3.38,6.99,6.89,55.41,22,0,0,16.86,34.89,59.11
Slovak Republic,SVK,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.89,23.29,13.42,9.32,9.84,5.78,6.14,6.67,10.57,7.8,12.04,7.33,3.13,8.55,7.55,7.72,2.71,4.48,2.76,4.6,1.62,3.23,0.96,3.92,3.61,1.4,-0.08,1.96,-0.33,-0.52,1.31,2.51,2.66,1.13,1.94,3.15
Slovenia,SVN,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.62,30.11,40.21,53.67,33.32,79.41,95.89,132.07,198.75,1281.44,357.51,552.08,114.83,209.93,31.76,20.99,185.92,13.46,9.86,8.36,7.89,6.16,9.15,8.91,8.38,7.48,5.54,3.59,6.78,2.45,2.46,3.66,5.65,0.84,3.01,1.8,1.8,2.6,1.77,0.2,1.63,-0.53,-0.05,1.43,1.74,1.63,0.84,-0.05,1.92
Sweden,SWE,"Inflation, consumer prices (annual %)",4.14,2.16,4.77,2.87,3.39,3.47,5.01,6.4,4.29,1.94,2.69,3.84,7.02,7.4,6.01,6.72,9.91,7.41,9.78,10.25,11.44,10,7.21,9.74,13.71,12.1,8.59,8.87,8.04,10.26,7.37,4.24,4.19,5.82,6.44,5.61,10.37,9.44,2.37,4.73,2.16,5.81,2.46,0.53,0.66,-0.27,0.46,0.77,0.9,2.41,2.16,1.93,0.37,1.55,0.45,1.36,2.21,3.44,-0.49,1.39,1.16,2.96,0.89,-0.04,-0.18,0.96,-0.05,0.98,1.79,1.95,1.78,1.29,0.5,2.16
Eswatini,SWZ,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,3.18,1.82,3.45,3.21,2.48,1.85,2.32,2.37,11.54,19.29,7.47,12.05,6.53,20.81,8.52,16.45,12.87,18.68,20.06,10.81,11.57,12.94,14.81,20.46,13.74,13.38,20.39,7.55,15.1,13.09,8.93,7.56,12.02,13.77,11.08,12.29,6.43,7.13,8.11,6.09,8.01,12.21,5.94,12.02,7.29,3.45,8.18,4.77,5.3,8.08,12.66,7.45,7.65,4.51,6.11,8.94,5.62,5.68,6.17,4.95,7.85,6.22,4.82,2.6,5.29,0,0
Sint Maarten (Dutch part),SXM,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,4.43,-0.42,5.96,2.05,1.34,4.58,4.02,2.53,1.89,2.87,0.33,0.11,2.19,0,0,0.53,0,0
Seychelles,SYC,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,14.6,20.94,18.24,24.42,15.64,18.61,14.87,14.96,11.78,12.48,14.54,13.57,10.58,-0.91,6.05,4.09,6.68,0.83,0.24,2.59,1.84,1.58,1.42,3.89,1.99,3.25,1.38,1.74,2.45,-0.24,-1.1,0.62,2.58,6.35,1.64,6.27,5.97,0.18,3.3,3.86,3.91,0.91,-0.35,5.32,36.96,31.75,14.92,-2.4,2.56,7.11,4.34,1.39,2.6,4.04,-1.02,2.86,3.7,2.07,2.33,8.28,0
Syrian Arab Republic,SYR,"Inflation, consumer prices (annual %)",5.12,1.96,-3.85,1.92,5.4,2.11,-3.88,3.79,6.45,2.85,-1.99,0.87,4.64,5.61,2.1,20.36,15.53,9.65,11.46,11.43,11.97,4.81,4.55,8.84,19.3,18.39,14.3,6.13,9.23,13.47,17.25,36.06,59.48,34.56,11.4,31.75,19.4,9,11.01,13.22,15.33,13.59,7.98,8.25,1.89,-0.8,-3.7,2.72,-3.85,3,-0.13,5.8,4.43,1.85,7.24,10.02,3.91,15.75,2.92,7.97,4.4,4.75,36.7,0,0,9.17,0,0,0,0,0,0,0,0
Turks and Caicos Islands,TCA,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.25,4.05,5.15,-13.06,-5.97,15.48,-3.69,-0.42,-0.74,3.19,-3.11,-8.43,41.72,6.53,9.23,11.33,5.57,4.26,-8.03,4.47,3.82,12.43,5.19,-1.75,-5.36,2.87,7.89,8.04,-8.97,10.3,9.95,5.44,-2.08,2.03,7.52,0.22,1.68,1.87,4.38,-0.79,-1.54,4.27,-0.97,1.07,4.46,-0.77
East Asia & Pacific (IDA & IBRD countries),TEA,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17,9.34,6.46,4.2,8.19,6.97,7.52,5.74,7.66,7.22,5.82,7.31,5.61,8.61,4.29,6.33,2.16,4.27,2.34,3.23,4.53,3.31,4.54,4.64,4.81,10.34,3.68,5.6,3.61,5.16,3.03,2.93,3.37,3.62,1.09,1.76,2.88,2.83,1.86,2.08,2.39,2.48
Europe & Central Asia (IDA & IBRD countries),TEC,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.24,44.45,85.89,38.83,15.94,10.58,19.19,34.09,13.18,7.86,5.7,4.72,6.88,7.67,7.58,7,8.4,10.44,3.47,7.38,6.14,7.65,3.33,2.79,2.08,4.4,3.73,0.39,2.76,2.57,2.64,2.42,2.68,5.05
Togo,TGO,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,-2.32,0.3,6.02,1.67,4.48,6.49,7.73,3.62,12.83,7.03,18.01,11.64,22.46,0.44,7.54,12.02,12.31,19.72,11.13,9.36,-3.53,9.8,-1.81,4.12,0.05,-0.15,-0.84,0.27,1.02,0.39,1.39,-1.01,39.16,8.19,16.43,4.69,8.25,0.98,-0.05,6.06,1.86,3.92,3.06,-0.93,0.39,1.66,6.78,2.23,0.95,8.69,3.71,4.47,1.45,3.56,2.58,1.83,0.19,1.92,2.58,1.29,-0.98,0.93,0.69,0.9,1.83,0
Thailand,THA,"Inflation, consumer prices (annual %)",-0.77,7.39,3.7,0,-0.79,1.91,0.17,4.04,4.31,1.79,2.45,2.53,-0.09,0.48,4.84,15.51,24.31,9.01,5.33,4.15,7.6,7.92,9.9,6.98,19.7,12.66,5.26,3.73,0.86,8.44,2.43,1.84,2.47,3.86,5.36,3.19,5.86,5.71,4.14,3.31,5.05,4.81,5.82,5.81,5.63,7.99,0.28,5.11,1.59,1.63,0.7,1.8,2.76,1.7,4.54,4.64,2.24,5.47,-0.85,3.21,3.25,3.81,3.01,2.18,1.9,2.83,-0.9,0.19,0.67,1.06,0.71,0.34,-0.85,1.23
Tajikistan,TJK,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.59,12.25,16.3,7.14,14.86,7.09,10.01,13.15,20.47,6.45,11.43,6.45,12.43,5.83,5.01,6.1,7.16,5.71,6,0,0,0,2.34,0,0
Turkmenistan,TKM,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Inflation, consumer prices (annual %)",2.08,2.43,2.1,2.93,3.32,2.57,2.63,3.48,2.14,3.97,2.44,2.85,3.96,4.31,5.97,13.62,22.95,10.16,16.77,10.07,11.47,10.51,14.84,12.73,18.1,14.56,8.4,12.45,12.64,13.23,20.51,16.9,14.06,12.76,14.75,15.8,22.64,23.44,13.63,11.33,11.15,16.44,12.21,9.8,7.15,5.61,4.18,7.79,5.98,5.54,5.03,5.3,4.45,5.26,4.7,4.29,6.14,8.72,2.76,5.32,3.8,5.46,4.14,3.29,3.48,4.03,3.14,2.77,2.82,2.3,2.09,2.63,1.77,4.27
Timor-Leste,TLS,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17,3.24,2.08,1.11,3.94,10.3,9.06,0.67,5.02,6.77,13.5,11.8,10.99,0.85,8.78,0.65,-1.47,0.52,2.29,0.96,0.59,0,0
Middle East & North Africa (IDA & IBRD countries),TMN,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,2.82,2.89,2.44,0.56,3.5,2.62,4.06,3.88,3.71,7.07,12.14,6.17,9.59,10.79,12.29,10.4,9.9,10.59,11.58,11.85,10.39,6.17,9.23,9.84,7.73,12.37,7.44,6.91,10.35,8.96,12.32,14.51,12.32,12.66,11.74,12.71,11.86,6.84,3.6,3.79,2.67,5.75,2.29,2.27,2.72,4.27,3.96,3.1,3.49,6.25,4.74,12.66,3.29,6.09,3.97,5.02,6.34,4.82,2.91,4.61,1.56,2.74,4.32,4.46,3.01,3.22,2.42,5.71
Tonga,TON,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.11,17.54,9.58,5.46,7.94,22.39,14.9,10.84,9.81,0.11,11.61,16.77,21.67,4.69,9.92,4.07,11.42,9.71,10.6,7.94,0.96,1.01,6.04,1.46,3,2.12,3.27,4.46,2.86,6.33,8.29,10.36,11.64,10.97,9.52,8.67,6.15,5.84,10.45,1.43,6.51,3.53,6.27,1.15,0.78,2.51,2.85,-1.05,2.58,7.52,5.03,1.18,3.05,-0.35,0
South Asia (IDA & IBRD),TSA,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,7.02,9.01,4.5,2.21,3.62,5,5.61,2.87,6.4,14.19,23.23,10.46,7.11,-0.89,9.1,6.74,7.27,5.87,13.31,11.88,9.9,12.38,7.03,10.9,5.56,9.23,8.8,8.98,7.84,8.08,8.97,12.28,11.79,9.97,8.35,10.27,9.5,8.98,7.16,9.36,4.69,7.94,4.01,3.15,3.33,3.81,3.77,3.61,6.94,6.77,7.2,10.97,4.98,7.37,7.58,10.25,9.47,7.46,6.83,8.32,4.16,4.17,4.52,3.33,3.63,3.96,5.69,5.55
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Inflation, consumer prices (annual %)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.31,11.54,14.89,11.46,13.67,13.98,13.6,12.29,12.1,11.48,11.12,12.12,9.41,6.86,7.63,8.35,8.05,8.06,7.54,8.93,9.49,9.52,27.45,12.59,11.43,7.19,7.65,6.44,4.36,7.41,4.5,5.15,4.71,5.68,4.14,4.83,6.43,6.54,6.79,10.38,7.22,7.47,4.03,5.37,6.58,4.88,4.4,5.05,3.55,5.43,5.25,4.09,2.78,4.22,3.79,5.33
Trinidad and Tobago,TTO,"Inflation, consumer prices (annual %)",2.08,1.52,2.98,3.76,0.86,2.24,1.78,4.09,2.14,8.23,2.44,3.52,2.52,3.53,9.3,14.81,22.02,10.44,16.98,10.69,11.74,10.26,14.72,12.88,17.47,14.33,11.63,15.18,13.33,14.39,7.62,7.69,10.75,7.76,11.43,9.05,11.06,3.78,6.44,10.84,8.81,8.19,5.18,3.4,3.63,5.61,3.44,4.25,3.56,5.54,4.15,3.81,3.72,4.15,6.87,8.33,7.89,12.03,6.98,8.42,10.55,5.11,9.26,5.2,5.68,7.16,4.66,3.07,1.88,1.02,1,2.33,0.6,0
